"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Precipitation","Wind","Relative Humidity","Solar"
"3/16/1979","100","75.7154006958008","124","-25.502","-35.327","0.0068664528","2.89833477510265","0.725371113887182","4.66621884",
"3/17/1979","100","75.7154006958008","124","-26.808","-38.684","0.1441955664","1.67139133126575","0.72500451955315","4.17880944",
"3/18/1979","100","75.7154006958008","124","-22.001","-30.453","0.0343322928","2.90528652527906","0.726442254090875","5.01907545",
"3/19/1979","100","75.7154006958008","124","-24.114","-28.748","0.0549316512","4.26734459313457","0.733610009334609","5.28648525",
"3/20/1979","100","75.7154006958008","124","-22.633","-34.844","0.3364563024","4.15186454967721","0.746449684842356","5.02531605",
"3/21/1979","100","75.7154006958008","124","-25.177","-36.129","0.2729415528","1.38453602660695","0.731958867131058","5.53437792",
"3/22/1979","100","75.7154006958008","124","-24.808","-37.942","0.0102996792","1.85797854890722","0.729371692024367","6.18839919",
"3/23/1979","100","75.7154006958008","124","-22.162","-27.114","0.1991273184","3.18688568668674","0.757331281644155","6.4192446",
"3/24/1979","100","75.7154006958008","124","-22.477","-36.439","0.3261566592","2.52216495016676","0.742517111943477","6.077256192",
"3/25/1979","100","75.7154006958008","124","-19.284","-37.114","0.6008151024","2.1387368160307","0.752661890107872","5.387794848",
"3/26/1979","100","75.7154006958008","124","-25.552","-34.836","0.1613617056","2.41484580535633","0.737581733935744","7.47438822",
"3/27/1979","100","75.7154006958008","124","-24.232","-33.652","0.195694092","2.73290205541069","0.747485263890714","7.14026637",
"3/28/1979","100","75.7154006958008","124","-19.718","-30.208","0.1647949464","2.02559067452614","0.766252009985503","7.676718552",
"3/29/1979","100","75.7154006958008","124","-15.988","-31.469","0.1201629384","2.05751969091416","0.792109597842918","7.701243948",
"3/30/1979","100","75.7154006958008","124","-20.608","-35.231","0","1.6680837916163","0.7574718118728","8.71537941",
"3/31/1979","100","75.7154006958008","124","-23.492","-36.762","0","1.22564039664891","0.717568936090137","9.250758468",
"4/1/1979","100","75.7154006958008","124","-23.677","-37.484","0","1.38722230811304","0.730628056577719","9.6110433",
"4/2/1979","100","75.7154006958008","124","-18.44","-29.882","0.2334594888","3.12401701521031","0.768833938007103","9.25628355",
"4/3/1979","100","75.7154006958008","124","-22.622","-31.032","0.0137329056","2.28200573994815","0.749005415742638","10.24031556",
"4/4/1979","100","75.7154006958008","124","-21.236","-31.73","0","3.12033003387474","0.753846515533133","10.672873308",
"4/5/1979","100","75.7154006958008","124","-16.762","-24.989","0.951003864","4.32249065058315","0.807366303453889","9.12657042",
"4/6/1979","100","75.7154006958008","124","-18.373","-33.285","0.95100408","1.77070675930521","0.781565570298495","11.000645388",
"4/7/1979","100","75.7154006958008","124","-18.325","-33.052","0.078964272","2.10730479606035","0.778103289318654","11.36402127",
"4/8/1979","100","75.7154006958008","124","-22.426","-33.407","0.2162933928","1.95239389728044","0.761888414975317","11.153648016",
"4/9/1979","100","75.7154006958008","124","-22.657","-39.456","0.0686645712","0.833270570953181","0.736895170774846","11.951550414",
"4/10/1979","100","75.7154006958008","124","-25.853","-41.609","0","1.09742081470164","0.712492779837345","12.7682955",
"4/11/1979","100","75.7154006958008","124","-27.325","-41.876","0.00686646","1.06302102516967","0.706861985133915","13.114241388",
"4/12/1979","100","75.7154006958008","124","-23.419","-39.05","0.4016876112","1.02201870236233","0.729894472727293","11.936645028",
"4/13/1979","100","75.7154006958008","124","-22.249","-37.267","0.2231598024","1.176321412109","0.746271937074463","13.45595418",
"4/14/1979","100","75.7154006958008","124","-22.151","-36.348","0.0068664528","1.44479960755682","0.74144793407795","14.33430072",
"4/15/1979","100","75.7154006958008","124","-18.385","-30.812","0.0102996792","3.14641089647012","0.781008649873745","14.83796232",
"4/16/1979","100","75.7154006958008","124","-16.362","-23.304","0.0068664528","4.44556845662708","0.799332557440154","15.518127132",
"4/17/1979","100","75.7154006958008","124","-15.241","-20.88","0","4.80761975424405","0.817801165106343","14.120383572",
"4/18/1979","100","75.7154006958008","124","-17.32","-28.68","0","2.65176056606431","0.76766638544181","16.19083314",
"4/19/1979","100","75.7154006958008","124","-15.343","-23.21","0.1029968424","3.04095790587678","0.786699228707503","15.59463498",
"4/20/1979","100","75.7154006958008","124","-16.405","-28.91","0.233459424","1.26701765984472","0.805446463988703","16.56843444",
"4/21/1979","100","75.7154006958008","124","-14.354","-26.124","0.0240325848","5.17518747288219","0.797416124501908","16.06320054",
"4/22/1979","100","75.7154006958008","124","-2.29599999999999","-17.444","1.9586567088","6.11405243745273","0.891144819532088","11.60831034",
"4/23/1979","100","75.7154006958008","124","-2.23399999999998","-20.531","1.4797208592","4.804575667526","0.910930808680486","12.56529006",
"4/24/1979","100","75.7154006958008","124","-7.75900000000001","-22.042","1.91230812","2.55766522223015","0.864169628750447","12.61142154",
"4/25/1979","100","75.7154006958008","124","-7.572","-21.254","1.4934546","4.07472800273138","0.87304831322515","14.46722172",
"4/26/1979","100","75.7154006958008","124","-20.517","-27.351","0.2918244312","2.98433907015748","0.77857697708733","18.08133714",
"4/27/1979","100","75.7154006958008","124","-21.183","-34.144","0.3364563888","2.09504362355132","0.754985617482456","18.48042828",
"4/28/1979","100","75.7154006958008","124","-24.608","-42.809","0.120163032","1.66959336689095","0.737533626682238","19.82058228",
"4/29/1979","100","75.7154006958008","124","-23.635","-43.099","0","1.179065354295","0.712747626844539","20.9336652",
"4/30/1979","100","75.7154006958008","124","-22.516","-40.637","0.1304627184","0.759679833258056","0.727987188175073","20.43298476",
"5/1/1979","100","75.7154006958008","124","-19.696","-37.728","0.5218510968","2.1812135605246","0.751801110081749","19.15972038",
"5/2/1979","100","75.7154006958008","124","-18.449","-27.977","0.456618672","5.14006306753607","0.775094075231892","19.65588552",
"5/3/1979","100","75.7154006958008","124","-19.002","-25.157","0.4463195976","3.80247810389012","0.783304004734605","20.63278512",
"5/4/1979","100","75.7154006958008","124","-18.959","-28.716","0.1544953392","1.89955700408265","0.784743405515483","22.341879",
"5/5/1979","100","75.7154006958008","124","-16.933","-30.469","0.4171372272","3.93835100939531","0.791038506120462","22.02607836",
"5/6/1979","100","75.7154006958008","124","-12.156","-22.445","1.2805939224","7.6859990290072","0.820677948760039","20.9579058",
"5/7/1979","100","75.7154006958008","124","-11.768","-23.022","3.264999192","4.43799046180228","0.846567488229755","18.58201632",
"5/8/1979","100","75.7154006958008","124","-13.64","-24.842","0.1476287712","2.63402962610166","0.834335136153035","23.02734996",
"5/9/1979","100","75.7154006958008","124","-12.178","-28.261","0.1167297624","2.88939420049201","0.831381840522101","23.76843516",
"5/10/1979","100","75.7154006958008","124","-7.81299999999999","-19.322","1.126099116","2.89696942038994","0.884186532226306","19.90580544",
"5/11/1979","100","75.7154006958008","124","-7.01499999999999","-18.269","0.6523132032","2.75116630695753","0.903455102176255","20.6041482",
"5/12/1979","100","75.7154006958008","124","-13.272","-17.014","0.254058984","3.41417051027182","0.869089644032709","23.42856564",
"5/13/1979","100","75.7154006958008","124","-11.462","-18.09","0.429153444","3.68231024506863","0.876233421757989","21.50993916",
"5/14/1979","100","75.7154006958008","124","-6.22699999999998","-13.85","0.799941744","2.46227619142385","0.917773989346477","21.94767756",
"5/15/1979","100","75.7154006958008","124","-4.35399999999999","-7.16000000000003","0.920105244","2.87888070457718","0.93361324124882","19.79775684",
"5/16/1979","100","75.7154006958008","124","-5.88999999999999","-8.38299999999998","0.72784404","2.26889444210052","0.928301988839718","21.12474276",
"5/17/1979","100","75.7154006958008","124","-4.04300000000001","-10.01","2.743149024","2.22267701972149","0.941143565279724","18.45410292",
"5/18/1979","100","75.7154006958008","124","-6.56","-11.458","0.892639152","2.15044305088663","0.931144097748894","22.6784142",
"5/19/1979","100","75.7154006958008","124","-8.84699999999998","-16.19","0.1922608728","2.0705634651007","0.900855653134033","26.529129",
"5/20/1979","100","75.7154006958008","124","-5.66500000000002","-11.405","0.0652313592","4.00813955871184","0.915388199627655","26.7610482",
"5/21/1979","100","75.7154006958008","124","-3.95299999999997","-9.13900000000001","0","3.59947974606849","0.928538515407787","27.91377576",
"5/22/1979","100","75.7154006958008","124","-2.69900000000001","-8.19499999999999","1.0986330528","4.64857879239032","0.949446300364629","22.64456952",
"5/23/1979","100","75.7154006958008","124","-0.916999999999973","-6.60899999999998","1.668548196","3.48302859168665","0.957740070667159","20.82796416",
"5/24/1979","100","75.7154006958008","124","-7.74700000000001","-11.251","0.765609876","4.72395729856239","0.929462275840856","23.74947648",
"5/25/1979","100","75.7154006958008","124","-2.77300000000002","-8.04899999999998","1.486587384","3.90535733027611","0.961753669166026","21.0682188",
"5/26/1979","100","75.7154006958008","124","-6.61099999999999","-9.63299999999998","1.345825224","5.13967110304806","0.944105653099124","22.40870436",
"5/27/1979","100","75.7154006958008","124","-3.91000000000003","-11.93","0.858307104","5.22237646387723","0.942081462519272","22.88768328",
"5/28/1979","100","75.7154006958008","124","-5.03899999999999","-10.408","0.726127704","3.44598665543459","0.947705284862244","23.38931304",
"5/29/1979","100","75.7154006958008","124","-8.57400000000001","-14.779","0.3227234688","2.42161979752408","0.910825557649019","28.42980912",
"5/30/1979","100","75.7154006958008","124","-9.03500000000003","-12.495","0.41198724","1.66989188483247","0.908929137867924","27.54241308",
"5/31/1979","100","75.7154006958008","124","-8.88200000000001","-14.486","0.363922272","1.29286138757656","0.900136273343974","27.985329",
"6/1/1979","100","75.7154006958008","124","-8.51999999999998","-19.048","0.0446319792","1.12743834817453","0.882069183346009","31.1942304",
"6/2/1979","100","75.7154006958008","124","-6.19400000000002","-19.925","0.1939773024","1.20658265712838","0.905113453263683","29.6496",
"6/3/1979","100","75.7154006958008","124","-8.44799999999998","-12.661","0.248908968","1.81622853536858","0.893600273685687","29.86092288",
"6/4/1979","100","75.7154006958008","124","-6.38900000000001","-14.677","0.3828049056","2.17032838676938","0.935303721524262","27.7766964",
"6/5/1979","100","75.7154006958008","124","-5.77800000000002","-13.472","0.2128600368","2.11998228601947","0.922881111415309","29.3407254",
"6/6/1979","100","75.7154006958008","124","-3","-9.10300000000001","0.1235962152","6.05658215340184","0.936597390924962","23.0254902",
"6/7/1979","100","75.7154006958008","124","-0.0149999999999864","-4.28899999999999","0.995636952","5.62597315866998","0.966471056407983","18.64738296",
"6/8/1979","100","75.7154006958008","124","0.430999999999983","-2.858","0.89607276","5.79000541075798","0.972765526905033","19.85045328",
"6/9/1979","100","75.7154006958008","124","0.286999999999978","-1.01999999999998","0.7055289648","2.80904433519347","0.962041208535476","22.04780364",
"6/10/1979","100","75.7154006958008","124","0.978000000000009","0.175999999999988","7.1153619768","4.0516339485819","0.993768340226052","14.99962536",
"6/11/1979","100","75.7154006958008","124","0.771999999999991","-2.15499999999997","11.549381688","3.98468418146882","0.96238433613469","16.7575554",
"6/12/1979","100","75.7154006958008","124","0.930000000000007","-2.99900000000002","1.6633992384","4.83536636754032","0.982974564770021","16.2540072",
"6/13/1979","100","75.7154006958008","124","2.58800000000002","0.973000000000013","5.48458128","4.3497443133267","0.997358401863669","10.76742684",
"6/14/1979","100","75.7154006958008","124","0.975999999999999","-0.375","1.210213116","5.03830625819055","0.97284593074944","18.88919712",
"6/15/1979","100","75.7154006958008","124","0.759000000000015","0.0319999999999823","1.067733144","2.58936481285131","0.980830508085795","24.6759714",
"6/16/1979","100","75.7154006958008","124","0.831999999999994","-0.918000000000006","0.731277144","2.70168223363524","0.958990020714723","23.2118892",
"6/17/1979","100","75.7154006958008","124","0.932000000000016","-0.192999999999984","1.659966192","2.66520387583602","0.971809468123941","16.75862028",
"6/18/1979","100","75.7154006958008","124","2.94099999999997","0.365000000000009","0.171661392","2.11915941158738","0.985391908456699","26.24427792",
"6/19/1979","100","75.7154006958008","124","7.15100000000001","2.09699999999998","0","5.99251927578999","0.972718499727772","31.444362",
"6/20/1979","100","75.7154006958008","124","7.75400000000002","2.31900000000002","0","7.04323487243425","0.964283856419055","30.5352612",
"6/21/1979","100","75.7154006958008","124","11.346","2.67099999999999","0","6.47489982003145","0.931452034602034","33.0979392",
"6/22/1979","100","75.7154006958008","124","11.138","3.50799999999998","0","7.17369379311662","0.909913658554948","32.7596508",
"6/23/1979","100","75.7154006958008","124","13.349","4.75400000000002","0.535583412","5.820964183384","0.898774294892255","28.797066",
"6/24/1979","100","75.7154006958008","124","7.70699999999999","2.923","4.082106528","4.91866068237802","0.983261632822399","18.35358804",
"6/25/1979","100","75.7154006958008","124","8.368","3.53399999999999","0.9690276528","3.67664391722069","0.984938975067166","14.26758948",
"6/26/1979","100","75.7154006958008","124","8.084","4.26799999999997","5.0923367424","6.15538030897563","0.971085320530097","7.77538368",
"6/27/1979","100","75.7154006958008","124","6.762","1.15300000000002","48.923448156","5.02097042109848","0.990776828918798","7.91307396",
"6/28/1979","100","75.7154006958008","124","2.71899999999999","0.331000000000017","3.433228092","5.41055996896965","0.984706293162301","10.12933368",
"6/29/1979","100","75.7154006958008","124","8.11399999999998","2.47000000000003","1.4891618304","2.5145668486265","0.989961860931161","18.0894366",
"6/30/1979","100","75.7154006958008","124","11.611","5.18099999999998","0.662613156","5.26664164069968","0.974820555716895","15.88399056",
"7/1/1979","100","75.7154006958008","124","5.029","2.60899999999998","1.3492584144","2.5648680195869","0.988972230540153","10.87768008",
"7/2/1979","100","75.7154006958008","124","8.238","1.85300000000001","4.297542624","3.11352119045718","0.9933152313699","10.07055288",
"7/3/1979","100","75.7154006958008","124","3.07900000000001","1.00900000000001","0.626564088","5.47495205679924","0.976913755274669","21.27510036",
"7/4/1979","100","75.7154006958008","124","8.68000000000001","1.12400000000002","0","1.47420363767183","0.893108894694953","31.5866844",
"7/5/1979","100","75.7154006958008","124","12.834","4.47199999999998","0","1.53996214926781","0.888113776558005","30.2237424",
"7/6/1979","100","75.7154006958008","124","13.969","7.25799999999998","4.1645061864","6.16922758327907","0.794549734937452","25.01830764",
"7/7/1979","100","75.7154006958008","124","9.01400000000001","3.51299999999998","22.9665852","5.12581172554414","0.930407466542153","1.98624348",
"7/8/1979","100","75.7154006958008","124","2.89999999999998","0.153999999999996","8.7204003048","9.70361975846497","0.84713220623522","14.97937446",
"7/9/1979","100","75.7154006958008","124","2.53699999999998","0.764999999999986","0.292682628","5.35771184900866","0.832208774557576","12.99723372",
"7/10/1979","100","75.7154006958008","124","1.67500000000001","0.286000000000001","1.677131208","6.19053420887349","0.871872140670431","7.57079604",
"7/11/1979","100","75.7154006958008","124","2.875","0.367000000000019","1.229095584","6.91007198223789","0.823781004533323","11.35856304",
"7/12/1979","100","75.7154006958008","124","4.77699999999999","1.66699999999997","0.568199556","5.42705608140194","0.792415811342362","15.79483332",
"7/13/1979","100","75.7154006958008","124","2.875","0.610000000000014","1.7749791504","5.93278526856458","0.884018307991821","9.08342316",
"7/14/1979","100","75.7154006958008","124","6.30399999999997","0.740999999999985","0.3793719816","5.31233408075712","0.862891889037426","18.1361862",
"7/15/1979","100","75.7154006958008","124","3.88999999999999","1.38900000000001","0.861741036","5.96890168476963","0.902848454403482","6.37295976",
"7/16/1979","100","75.7154006958008","124","3.59899999999999","1.56200000000001","1.385307036","5.5799171169283","0.905254757805946","6.51875652",
"7/17/1979","100","75.7154006958008","124","5.43400000000003","0.591000000000008","0.5973822216","4.57292631182904","0.856040202749797","12.47951844",
"7/18/1979","100","75.7154006958008","124","8.71600000000001","2.089","0.024032592","3.9218661714369","0.815555489485573","21.6655326",
"7/19/1979","100","75.7154006958008","124","11.235","3.86099999999999","0.311565384","3.27737138576525","0.797235213372482","19.16105076",
"7/20/1979","100","75.7154006958008","124","21.664","7.14699999999999","0","4.05915003341282","0.526032772821455","26.58746088",
"7/21/1979","100","75.7154006958008","124","24.545","16.05","0.0858306384","5.00211245737319","0.482712666834347","16.95009744",
"7/22/1979","100","75.7154006958008","124","22.382","10.035","0.1150131024","4.46298203180335","0.590949211235201","16.40361312",
"7/23/1979","100","75.7154006958008","124","26.454","8.81799999999998","1.249694928","4.64150954390971","0.527242679232779","22.61002464",
"7/24/1979","100","75.7154006958008","124","25.591","16.016","0","5.85602102692345","0.386745652331568","26.06472648",
"7/25/1979","100","75.7154006958008","124","23.815","18.022","0","5.43976280621078","0.368818779320507","22.7644344",
"7/26/1979","100","75.7154006958008","124","20.83","14.429","0","5.97187319548739","0.448891846122667","24.67529928",
"7/27/1979","100","75.7154006958008","124","16.078","5.03199999999998","1.0093693464","6.8295469204484","0.610054551854508","8.32280472",
"7/28/1979","100","75.7154006958008","124","3.93900000000002","1.38099999999997","0.4119873336","6.32077181461194","0.638811472704075","13.70458116",
"7/29/1979","100","75.7154006958008","124","7.53399999999999","1.95499999999998","0.1235962224","2.64152427705637","0.618617035352466","10.17556812",
"7/30/1979","100","75.7154006958008","124","14.329","6.78300000000002","1.0591525224","4.74226511710958","0.556192818327129","17.62531704",
"7/31/1979","100","75.7154006958008","124","18.874","9.61200000000002","1.4797199592","4.97755985201231","0.668057618702895","12.05381286",
"8/1/1979","100","75.7154006958008","124","8.30500000000001","0.0419999999999732","0.5149839888","4.15820458181783","0.787307165262237","6.13439676",
"8/2/1979","100","75.7154006958008","124","5.37099999999998","-0.771000000000015","0.1562118912","4.44289289371075","0.766661930372444","18.02205468",
"8/3/1979","100","75.7154006958008","124","12.62","2.863","0.1441953","3.42318021723719","0.661098411757504","18.51885756",
"8/4/1979","100","75.7154006958008","124","11.75","7.94799999999998","4.5593234784","5.07189304973959","0.75258879699253","5.74216776",
"8/5/1979","100","75.7154006958008","124","9.37700000000001","7.20499999999998","5.8690926","5.22481871024135","0.861949724095966","3.6944424",
"8/6/1979","100","75.7154006958008","124","13.048","7.35700000000003","15.593717412","4.0918830828108","0.897843456105879","9.45489402",
"8/7/1979","100","75.7154006958008","124","15.722","6.471","0.3536223264","4.93955357023942","0.797730951870708","19.10204856",
"8/8/1979","100","75.7154006958008","124","15.689","8.20600000000002","0.1853945136","3.17111250006807","0.765720084944861","14.20025958",
"8/9/1979","100","75.7154006958008","124","7.33199999999999","0.288999999999987","0.810241848","5.60003726481454","0.86491191662702","5.80409964",
"8/10/1979","100","75.7154006958008","124","4.18400000000003","0.283000000000015","0.3355980192","4.57446407710556","0.8254737938534","9.51237918",
"8/11/1979","100","75.7154006958008","124","8.03199999999998","2.11399999999998","0.0343322784","2.23721232470152","0.726376428357009","19.073313",
"8/12/1979","100","75.7154006958008","124","11.493","3.55099999999999","0","1.51777107661095","0.632699778878141","19.96369128",
"8/13/1979","100","75.7154006958008","124","10.065","3.90800000000002","0","2.13470502307562","0.641205287169585","19.38836484",
"8/14/1979","100","75.7154006958008","124","10.702","4.47399999999999","0","3.44374774580184","0.562593866681177","18.8249067",
"8/15/1979","100","75.7154006958008","124","8.61700000000002","4.053","0.2128599504","3.56180449352182","0.711700687471551","17.72010144",
"8/16/1979","100","75.7154006958008","124","7.44","1.983","0.099563616","4.25718844555521","0.706636639868496","17.465739948",
"8/17/1979","100","75.7154006958008","124","4.351","1.19799999999998","0.041198724","2.84396944834276","0.748740292453505","13.35149766",
"8/18/1979","100","75.7154006958008","124","5.41500000000002","1.91500000000002","4.567909968","1.91299286593153","0.818478042341245","5.42841408",
"8/19/1979","100","75.7154006958008","124","7.94799999999998","2.62200000000001","0.1785278592","2.96709711307523","0.759351567035436","12.99746268",
